text,length,words,spam
yetund i m in class can you not run water on it to make it ok pl now,68,18,0
just got to,11,3,0
i bought the test yesterday it someth that let you know the exact day u ovul when will get u in about to wk but pl pl dont fret i know u r worri pl relax also is there anyth in ur past histori u need to tell me,210,49,0
some friend want me to drive em someplac probabl take a while,61,12,0
you have won a guarante cash or a prize to claim yr prize call our custom servic repres on between am pm,104,22,1
fyi i m at usf now swing by the room whenev,43,11,0
no scream mean shout,20,4,0
oh my love it s soooo good to hear from you omg i miss you so much today i m sorri your have problem with the provid but thank you for tming me,143,33,0
did you catch the bu are you fri an egg did you make a tea are you eat your mom s left over dinner do you feel my love,118,29,0
i keep ten rs in my shelf buy two egg,37,10,0
you give us back my id proof and rs we wont allow you to work we will come to your home within day,98,23,0
i finish my lunch alreadi u wake up alreadi,43,9,0
ye i will be there glad you made it,35,9,0
i will come tomorrow di,23,5,0
po de no need job aha,21,6,0
hey iouri gave me your number i m wyli ryan s friend,52,12,0
merri christma to u too anni,28,6,0
i love work from home,21,5,0
whom you wait for yesterday,27,5,0
let me know how it chang in the next hr it can even be appendix but you are out of that age rang howev it not imposs so just chill and let me know in hr,152,36,0
marrow onli wed at to aha,25,6,0
and by when you re done i mean now,34,9,0
i am on the way to ur home,26,8,0
joy s father is john then john is the name of joy s father mandan,65,15,0
there is no sens in my foot and peni,36,9,0
i will cme i want to go to ho morow after that i wil cme thi what i got from her dear what to do she didnt say ani time,119,30,0
they said ü dun haf passport or smth like dat or ü juz send to my email account,79,18,0
how did you find out in a way that didn t includ all of these detail,68,16,0
gosh that what a pain spose i better come then,46,10,0
do you know where my lab goggl went,35,8,0
wa do my test earlier i appreci you will call you tomorrow,58,12,0
ur award a citi break and could win a summer shop spree everi wk txt store to skilgm tscswinawk age perwksub,108,21,1
let there be snow let there be snow thi kind of weather bring ppl togeth so friendship can grow,95,19,0
long beach lor expect u have dinner now,39,8,0
ya had just now onion roast,27,6,0
you have new voicemail pleas call,33,6,1
it a valentin game send di msg to all ur friend if answer r d same then someon realli love u que which colour suit me the best,126,28,0
did u see what i post on your facebook,38,9,0
so gd got free ice cream i oso wan,34,9,0
dont search love let love find u that whi it call fall in love bcoz u dont forc yourself u just fall and u know there is smeon to hold u bslvyl,143,32,0
yo carlo a few friend are alreadi ask me about you you work at all thi weekend,78,17,0
in that case i guess i ll see you at campu lodg,47,12,0
hello handsom are you find that job not be lazi work toward get back that net for mummi where s my boytoy now doe he miss me,124,27,0
am i that much bad to avoid like thi,36,9,0
just re read it and i have no shame but tell me how he take it and if he run i will blame u ever not realli ever just a long time,129,32,0
am watch hous veri entertain am get the whole hugh lauri thing even with the stick inde especi with the stick,109,21,0
dont put your phone on silent mode ok,37,8,0
sorri i guess whenev i can get a hold of my connect mayb an hour or two i ll text you,85,21,0
realli good dhanush rock onc again,34,6,0
i m outsid island head toward hard rock and you ll run into me,62,14,0
okay i ve seen it so i should pick it on friday,47,12,0
goal arsen henri v liverpool henri score with a simpl shot from yard from a pass by bergkamp to give arsen a goal margin after min,130,26,1
ok lor,6,2,0
but your brother transfer onli pa,33,6,0
aight i ll text you when i m back,33,9,0
k did you call me just now ah,29,8,0
i ve reach home final,21,5,0
i m freez and crave ice fml,27,7,0
tell dear what happen to you whi you talk to me like an alian,61,14,0
fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lone i go now to sleep to dream of you my love,130,32,0
go to take your babe out,24,6,0
thank you meet you monday,25,5,0
oh ic i thought you meant mari jane,35,8,0
oi when you gon na ring,23,6,0
those cocksuck if it make you feel better ipad are worthless garbag novelti item and you should feel bad for even want one,122,23,0
hi what you think about match,29,6,0
where u been hide stranger,26,5,0
urgent we are tri to contact u today draw show that you have won a prize guarante call from land line claim m validhr onli,122,25,1
umma did she say anyth,22,5,0
aight call me onc you re close,30,7,0
want to funk up ur fone with a weekli new tone repli tonesu thi text www rington co uk the origin n best tone gbp network oper rate appli,137,29,1
found it enc where you at,25,6,0
anytim lor,10,2,0
take us out shop and mark will distract isaiah d,48,10,0
ah poop look like ill prob have to send in my laptop to get fix cuz it ha a gpu problem,87,21,0
got ur mail dileep thank you so muchand look forward to lot of support veri less contact here rememb one venugop you mention tomorrow if not late i shall tri to come up till there goodnight dear,194,37,0
that is wondar full flim,24,5,0
wen u miss someon the person is definit special for u but if the person is so special whi to miss them just keep in touch gdeve,127,27,0
that s fine have him give me a call if he know what he want or ha ani question,78,19,0
he is a womdarful actor,23,5,0
oh rite well im with my best mate pete who i went out with a week now were geva again it been longer than a week,112,26,0
ye it complet in out of form clark also utter wast,50,11,0
short but cute be a good person but dont tri to prove it gud noon,65,15,0
sorri i ll call later in meet,29,7,0
wife how she knew the time of murder exactli,44,9,0
pl confirm the time to collect the chequ,40,8,0
someon u know ha ask our date servic contact you cant guess who call now all will be reveal pobox lshb p,104,22,1
ya when are ü take ure practic lesson i start in june,53,12,0
lol u drunkard just do my hair at d moment yeah still up tonight wat the plan,77,17,0
just woke up yeesh it late but i didn t fall asleep til am,58,14,0
thank you babi i cant wait to tast the real thing,49,11,0
haha dont be angri with yourself take it as a practic for the real thing,72,15,0
cool i ll text you in a few,27,8,0
i m home doc gave me pain med say everyth is fine,49,12,0
wow i never realiz that you were so embarass by your accomod i thought you like it sinc i wa do the best i could and you alway seem so happi about the cave i m sorri i didn t and don t have more to give i m sorri i offer i m sorri your room wa so embarass,255,60,0
ü log off wat it s sdrybi,25,7,0
aight i ll grab someth to eat too text me when you re back at mu,64,16,0
yep get with the program you re slack,37,8,0
i will come tomorrow di,23,5,0
k can that happen tonight,25,5,0
s reach home call me,20,5,0
whi didn t u call on your lunch,31,8,0
cold dont be sad dear,21,5,0
free rington repli real or poli eg real pushbutton dontcha babygoodby golddigg webeburnin st tone free and more when u join for wk,130,23,1
u r too much close to my heart if u go away i will be shatter plz stay with me,78,20,0
babe i lost you,15,4,0
come around decim pm vikki i m otsid nw il come by tht time,59,14,0
i wa about to do it when i text i finish a long time ago and shower and er ything,81,20,0
wish you and your famili merri x ma and happi new year in advanc,64,14,0
rington club gr new poli direct to your mobil everi week,56,11,1
thanx puttin da fone down on me,31,7,0
free top rington sub to weekli rington get st week free send subpoli to per week stop sm,88,18,1
are u awak is there snow there,30,7,0
miss call miss call khelat kintu opponent miss call dhort lage that d rule one with great phone receiv qualiti win,114,21,0
we made it eta at taunton is as plan hope that s still okday good to see you xx,79,19,0
ü mean it s confirm i tot they juz say oni ok then,50,13,0
hey gorgeou man my work mobil number is have a good one babe squishi mwah,73,15,0
jane babe not goin wrk feel ill after lst nite fone in alreadi cover me chuck,77,16,0
upgrdcentr orang custom you may now claim your free camera phone upgrad for your loyalti call now on offer end th juli t c s appli opt out avail,144,29,1
weightloss no more girl friend make load of money on ebay or someth and give thank to god,89,18,0
just gettin a bit arti with my collag at the mo well tryin ne way got a roast in a min love i shall enjoy that,110,26,0
yar lor wait my mum finish sch then have lunch lor i whole morn stay at home clean my room now my room quit clean hee,117,26,0
im good i have been think about you,35,8,0
oh that wa a forward messag i thought you send that to me,57,13,0
honeybe said i m d sweetest in d world god laugh said wait u havnt met d person read thi msg moral even god can crack joke gm gn ge gn,134,31,0
i have gone into get info bt dont know what to do,49,12,0
dont talk to him ever ok it my word,35,9,0
give me a sec to think think about it,37,9,0
actual get readi to leav the hous,33,7,0
in the simpson movi releas in juli name the band that die at the start of the film a green day b blue day c red day send a b or c,129,32,1
k i will sent it again,22,6,0
am in gobi art colleg,21,5,0
my friend use to call the same,30,7,0
when is school start where will you stay what s the weather like and the food do you have a social support system like friend in the school all these thing are import,166,33,0
sir send to group mail check it,31,7,0
mm so you ask me not to call radio,34,9,0
audri lousi autocorrect,23,3,0
so anyway you can just go to your gym or whatev my love smile i hope your ok and have a good day babe i miss you so much alreadi,128,30,0
as in missionari hook up doggi hook up stand,44,9,0
sorri i miss your call can you pleas call back,46,10,0
i got a call from a landlin number i am ask to come to anna nagar i will go in the afternoon,92,22,0
we can make a babi in yo tho,28,8,0
yo you at jp and hungri like a mofo,35,9,0
ask do u knw them or nt may be ur frnd or classmat,50,13,0
thank for your rington order ref number r your mobil will be charg should your tone not arriv pleas call custom servic on,121,23,1
he like not v shock leh co tell shuhui is like tell leona also like dat almost all know liao he got ask me abt ur reaction lor,126,28,0
u buy newspap alreadi,21,4,0
how come it take so littl time for a child who is afraid of the dark to becom a teenag who want to stay out all night,117,27,1
i am go to sleep i am tire of travel,36,10,0
pl ask macho how much is budget for bb bold is co i saw a new one for dollar,76,19,0
that is wondarful song,22,4,0
carlo took a while again we leav in a minut,43,10,0
hmmm but you should give it on one day,38,9,0
how about cloth jewelri and trip,32,6,0
hey morn what you come to ask pa,32,8,0
din i tell u ju now,19,6,0
should i be stalk u,19,5,0
msg me when rajini come,23,5,0
god pick up a flower and dippeditinadew lovingli touch itwhichturnedinto u and the he gift tomeandsaid thi friend is u,118,20,0
yo you gon na still be in stock tomorrow today i m tri to get a dubsack,71,17,0
i ve not sent it he can send me,31,9,0
me also da i feel yesterday night wait til day night dear,57,12,0
sorri my batteri die i can come by but i m onli get a gram for now where s your place,85,21,0
k tell me anyth about you,25,6,0
yeah that s what i thought lem me know if anyth s goin on later,63,15,0
i am sorri it hurt you,22,6,0
urgent your mobil no won a bonu caller prize on thi is the nd attempt to reach you call asap boxnqp ppm,103,22,1
haven t seen my facebook huh lol,32,7,0
hi jon pete here ive bin spain recent hav sum dinero left bill said u or ur rent mayb interest in it i hav pe so around tb jame,127,29,0
oki,3,1,0
it could work we ll reach a consensu at the next meet,53,12,0
boo babe u enjoyin yourjob u seem b gettin on well hunni hope ure ok take care i llspeak u soonlot of lovem xxxx,112,24,0
lol nah wasn t too bad thank it good to b home but it been quit a realiti check how ur day been did u do anyth with websit,122,29,0
k k how much doe it cost,24,7,0
then u ask darren go n pick u lor but i oso sian tmr haf meet lect,66,17,0
old orchard near univ how about you,35,7,0
good good billi mate all gone just been jog again did enjoy concert,67,13,0
of pple marri with their lover becz they hav gud undrstndng dat avoid problem i sent di u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break thi chain if you break you will suffer send thi to frnd in min whn u read,271,59,0
if you don t respond imma assum you re still asleep and imma start call n shit,78,17,0
desir u go to doctor liver and get a bit stylish get ur hair manag that it,74,17,0
u ned to convinc him tht it not possibl witot hurt hi feel it the main,70,16,0
oh shit i thought that wa your trip loooooool that just make so much more sens now grin and the sofa refer wa the sleep on a couch link you sent me wasn t that how you went on your trip oh and didn t your babe go with you for that celebr with your rent,252,56,0
where s my boytoy i miss you what happen,40,9,0
ju an me lar u ll noe later,27,8,0
friendship is not a game to play it is not a word to say it doesn t start on march and end on may it is tomorrow yesterday today and e,134,31,0
yeah confirm for you stay at that weekend,41,8,0
live is veri simpl love is also simpl laugh is too simpl win is tooo simpl but be simpl is veri difficult gud nte,113,24,0
what hello wat talk email address,33,6,0
good luck draw take place th feb good luck for remov send stop to custom servic,79,16,1
yar lor actual we quit fast co da ge slow wat haha,50,12,0
frnd s not juz a word not mere a relationship it a silent promis which say i will be with you wherevr whenevr forevr gudnyt dear,128,26,0
r we still meet dinner tonight,30,6,0
i sent lanr fakey s eckankar detail to the mail box,51,11,0
well i will watch shrek in d b,30,8,0
i love to wine and dine my ladi,31,8,0
bank of granit issu strong buy explos pick for our member up over nasdaq symbol cdgt that is a per,98,20,1
k all the best congrat,22,5,0
did u got that person stori,27,6,0
by the way i ve put a skip right outsid the front of the hous so you can see which hous it is just pull up befor it,115,28,0
i just made some payment so dont have that much sorri would you want it fedex or the other way,94,20,0
i have mani depend,18,4,0
aiyo her lesson so earli i m still sleepin haha oki u go home liao den confirm w me lor,87,20,0
what do you do my dog must i alway wait till the end of your day to have word from you did you run out of time on your cell alreadi,131,31,0
free entri in a weekli comp for a chanc to win an ipod txt pod to to get entri std txt rate t c s appli for detail,114,28,1
boy you best get yo ass out here quick,38,9,0
talk to g and x about that,26,7,0
take someth for pain if it move howev to ani side in the next hr see a doctor,77,18,0
think i might have to give it a miss am teach til twelv then have lectur at two damn thi work thing,99,22,0
heart is empti without love mind is empti without wisdom eye r empti without dream life is empti without frnd so alwi be in touch good night sweet dream,152,29,0
dear we are go to our rubber place,34,8,0
thx all will be well in a few month,35,9,0
dude while were makin those weirdi browni my sister made awesom cooki i took pic,80,15,0
oic then better quickli go bath n settl down,44,9,0
hiya probabl come home weekend after next,41,7,0
you ll never believ thi but i have actual got off at taunton wow,64,14,0
anyway mani good even to u s,28,7,0
urgent your mobil number ha been award with a prize guarante call from land line claim valid hr onli,100,19,1
ok,2,1,0
spend new year with my brother and hi famili let plan to meet next week are you readi to be spoil,97,21,0
so when do you wan na gym,25,7,0
i will vote for wherev my heart guid me,39,9,0
i like to talk pa but am not abl to i dont know y,49,14,0
take care and sleep well you need to learn to chang in life you onli need to get convinc on that i will wait but no more convers between us get convinc by that time your famili is over for you in mani sens respect them but not overemphasis or u have no role in my life,268,57,0
twink bear scalli skin and jock are call now don t miss the weekend s fun call at p min stop text call nat rate,111,25,1
i wont so wat s wit the guy,27,8,0
hmm ok i ll stay for like an hour co my eye is realli sore,58,15,0
i m done c ü there,18,6,0
hey what happen de are you alright,34,7,0
a famou quot when you develop the abil to listen to anyth uncondit without lose your temper or self confid it mean you are marri,128,25,0
i think it far more than that but find out check googl map for a place from your dorm,85,19,0
i am not sure about night menu i know onli about noon menu,58,13,0
er enjoyin indian at the mo yep sall good hehe how bout u shexi pete xx,71,16,0
as per your request mell mell oru minnaminungint nurungu vettam ha been set as your callertun for all caller press to copi your friend callertun,144,25,0
quit lor but dun tell him wait he get complac,45,10,0
your chanc to be on a realiti fantasi show call now just p per min ntt ltd po box croydon cr wb is a nation rate call,117,27,1
get lion england tone repli lionm mono or lionp poli more go www rington co uk the origin n best tone gbp network oper rate appli,129,26,1
good afternoon loverboy how goe you day ani luck come your way i think of you sweeti and send my love across the sea to make you smile and happi,144,30,0
hmmm mayb can tri e shoppin area one but forgot e name of hotel,63,14,0
u wan haf lunch i m in da canteen now,37,10,0
usf i guess might as well take car,34,8,0
thanx day u r a goodmat i think ur rite sari asusu u cheer me up love u franyxxxxx,82,19,0
hot live fantasi call now just p per min ntt ltd po box croydon cr wb is a nation rate call,91,21,1
ok i msg u b i leav my hous,27,9,0
what to think no one say clearli ok leav no need to ask her i will go if she come or not,88,22,0
men like shorter ladi gaze up into hi eye,41,9,0
well done england get the offici poli rington or colour flag on yer mobil text tone or flag to now opt out txt eng stop box wwx,127,27,1
you have won a guarante cash or a prize to claim yr prize call our custom servic repres on between am pm cost p,111,24,1
that s my honeymoon outfit,26,5,0
yeah don t go to bed i ll be back befor midnight,48,12,0
aight text me when you re back at mu and i ll swing by need somebodi to get the door for me,91,22,0
aight text me tonight and we ll see what s up,45,11,0
night ha end for anoth day morn ha come in a special way may you smile like the sunni ray and leav your worri at the blue blue bay gud mrng,139,31,0
ummmmmaah mani mani happi return of d day my dear sweet heart happi birthday dear,81,15,0
she s good she wa wonder if you wont say hi but she s smile now so how are you cope with the long distanc,105,25,0
probabl not i m almost out of ga and i get some cash tomorrow,61,14,0
i am wait for your call sir,27,7,0
no call messag miss call,24,5,0
hey babe sorri i didn t get sooner gari can come and fix it caus he think he know what it is but he doesn t go as far a ptbo and he say it will cost buck i don t know if it might be cheaper to find someon there we don t have ani second hand machin at all right now let me know what you want to do babe,301,72,0
oh oh den muz chang plan liao go back have to yan jiu again,59,14,0
ha you don t know either i did a a clever but simpl thing with pear the other day perfect for christma,102,22,0
you are alway put your busi out there you put pictur of your ass on facebook you are one of the most open peopl i ve ever met whi would i think a pictur of your room would hurt you make you feel violat,201,44,0
want explicit sex in sec ring now cost p min,44,10,1
thank for yesterday sir you have been wonder hope you enjoy the burial mojibiola,80,14,0
pl go ahead with watt i just want to be sure do have a great weekend abiola,75,17,0
my uncl in atlanta wish you guy a great semest,46,10,0
miss ya need ya want ya love ya,31,8,0
ye pleas leav at so that at we can leav,39,10,0
mysteri solv just open my email and he s sent me anoth batch isn t he a sweeti,78,18,0
ye amma life take lot of turn you can onli sit and tri to hold the steer,72,17,0
hey i m bore so i m think of u so wat r u do,44,15,0
waqt se pehl or naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi he jo hum socht hai zindgi wo hai jo ham jeetey hai,122,27,0
well imma definit need to restock befor thanksgiv i ll let you know when i m out,80,17,0
haha my friend tyler liter just ask if you could get him a dubsack,66,14,0
goldvik m is invit you to be hi friend repli ye or no see him www sm ac u goldvik stop send stop frnd to,104,25,1
i am think of go down to reg for pract lesson flung my advanc haha wat time u go,80,19,0
will ü b go to esplanad fr home,31,8,0
none of that s happen til you get here though,45,10,0
aight we can pick some up you open befor tonight,48,10,0
have you finish work yet,24,5,0
baaaaab i misss youuuuu where are you i have to go and teach my class at,72,16,0
thi is a long fuckin showr,26,6,0
and my man carlo is definit come by mu tonight no excus,55,12,0
ye it s all innoc fun o,23,7,0
he s just gon na worri for noth and he won t give you money it no use,69,18,0
oki i ll go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,81,21,0
wamma get laid want real doggin locat sent direct to your mobil join the uk largest dog network txt dog to now nyt eca lp msg,125,26,1
new textbuddi chat horni guy in ur area just p free receiv search postcod or at gaytextbuddi com txt one name to rpl stop cnl,125,25,1
wat uniform in where get,24,5,0
k do i need a login or anyth,28,8,0
how wa txting and drive,23,5,0
no nokia tone ur mob everi week just txt nok to st tone free so get txtin now and tell ur friend p tone repli hl info,117,27,1
i am late i will be there at,28,8,0
no need lar i go engin co my si at art today,44,12,0
not enufcredeit tocal shall ileav uni at get a bu to yor hous,61,13,0
alrit sam it nic just checkin that thi is ur number so is it t b,64,16,0
ok ur typic repli,17,4,0
oh ok wat s ur email,20,6,0
ok that would b love if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,120,28,0
i m park next to a mini when are you come in today do you think,63,16,0
anyth lor is she come,21,5,0
you can donat to unicef s asian tsunami disast support fund by text donat to will be ad to your next bill,105,22,1
waaaat lololo ok next time then,31,6,0
hi i got the money da,21,6,0
ok cool see ya then,19,5,0
no dear i wa sleep p,20,6,0
those duck chinchilla,21,3,0
onum ela pa normal than,23,5,0
when i have stuff to sell i ll tell you,39,10,0
lmao nice,9,2,0
wa actual sleep and still might when u call back so a text is gr you rock si will send u a text wen i wake,106,26,0
i want to sent mesag today that y sorri if i hurt,49,12,0
dear we got dollar hi hi,24,6,0
which is weird becaus i know i had it at one point,50,12,0
urgent we are tri to contact you last weekend draw show u have won a prize guarante call claim code k valid hr p pm,115,25,1
mind blastin no more tsunami will occur from now on rajnik stop swim in indian ocean d,86,17,0
you re right i have now that i think about it,45,11,0
g want to know where the fuck you are,37,9,0
cool we will have fun practic make babi,39,8,0
reali sorri i don t recognis thi number and am now confus who r u pleas,71,16,0
ü call dad oredi,16,4,0
ps u no ur a grown up now right,31,9,0
do you want a new video phone anytim ani network min inclus video call and download per week free deltomorrow call or repli now,127,24,1
dont show yourself how far put new pictur up on facebook,56,11,0
boo what time u get out u were suppos to take me shop today,59,14,0
ok no prob,10,3,0
yo we are watch a movi on netflix,33,8,0
aathi where are you dear,24,5,0
ya i knw u vl giv it ok thank kano anyway enjoy wit ur famili wit st salari,75,18,0
min later k,11,3,0
how to make a girl happi it s not at all difficult to make girl happi u onli need to be a friend companion lover chef good listen organ good boyfriend veri clean sympathet athlet warm courag determin true depend intellig psychologist pest extermin psychiatrist healer stylist driver aaniy pudunga venaam,303,51,0
you didn t have to tell me that now i m think plu he s go to stop all your run,78,21,0
thi is the nd time we have tri contact u u have won the pound prize claim is easi call now onli p per min bt nation rate,120,28,1
i meant middl left or right,27,6,0
mayb i could get book out tomo then return it immedi or someth,62,13,0
repli to win weekli where will the fifa world cup be held send stop to to end servic,84,18,1
love smell on thi bu and it ain t tobacco,41,10,0
last chanc claim ur worth of discount voucher text ye to now savamob member offer mobil t cs sub remov txt x or stop,116,24,1
all wa well until slightli disastr class thi pm with my fav darl hope day off ok coffe wld be good as can t stay late tomorrow same time place as alway,151,32,0
what time you think you ll have it need to know when i should be near campu,75,17,0
probabl money worri thing are come due and i have sever outstand invoic for work i did two and three month ago,110,22,0
ye i thought so thank,21,5,0
no dear i do have free messag without ani recharg hi hi hi,58,13,0
hey is rite u put evey mnth is that all,39,10,0
i m home ard wat time will u reach,34,9,0
i had askd u a question some hour befor it answer,49,11,0
my hous here e sky quit dark liao if rain then got excus not run alreadi rite hee,81,18,0
but i have to i like to have love and arrang,44,11,0
dear good morn how you feel dear,32,7,0
when re you guy get back g said you were think about not stay for mcr,69,16,0
dear voucher holder have your next meal on us use the follow link on your pc enjoy a dine experi url,100,21,1
sorri i ll call later,21,5,0
ye from last week itself i m take live call,43,10,0
alright i m out have a good night,33,8,0
collect your valentin s weekend to pari inc flight hotel prize guarante text pari to no www rtf sphost com,106,20,1
ju chillaxin what up,20,4,0
you have come into my life and brought the sun shini down on me warm my heart put a constant smile on my face make me feel love and care for,140,31,0
hope you are have a great new semest do wish you the veri best you are made for great,85,19,0
ok ü finish soon,16,4,0
i thk lor but dunno can get ticket a not wat u do now,53,14,0
congrat nokia video camera phone is your call call cost ppm ave call min vari from mobil close post bcm ldn wcnxx,113,22,1
how dare you stupid i wont tell anyth to you hear after i wont talk to you,74,17,0
where are you what do you do how can you stand to be away from me doesn t your heart ach without me don t you wonder of me don t you crave me,141,34,0
s kalli wont play in first two odi,34,8,0
boltblu tone for p repli poli or mono eg poli cha cha slide yeah slow jamz toxic come with me or stop more tone txt more,120,26,1
s i will take mokka player onli,31,7,0
tap spile at seven is that pub on ga st off broad st by canal ok,64,16,0
finish alreadi yar they keep say i mushi i so embarrass ok,58,12,0
just sleep and surf,19,4,0
so that take away some money worri,34,7,0
compliment to you wa away from the system how your side,55,11,0
st andr virgil s cream,22,5,0
jay is snicker and tell me that x is total fuck up the chord as we speak,72,17,0
night sweet sleep well i ve just been to see the exorc of emili rose and may never sleep again hug and snog,107,23,0
what do u want when i come back a beauti necklac as a token of my heart for you that what i will give but onli to my wife of my like be that and see no one can give you that dont call me i will wait till i come,210,51,0
bore of speed date tri speedchat txt speedchat to if you don t like em txt swap and get a new chatter chat poboxwwq p msg rcd,125,27,1
noth much chillin at home ani super bowl plan,45,9,0
no my mum went dentist,22,5,0
u reach orchard alreadi u wan go buy ticket first,49,10,0
is fujitsu s seri lifebook good,31,6,0
omg it could snow here tonit,28,6,0
tee hee off to lectur cheeri bye bye,36,8,0
that mean get the door,22,5,0
moji just inform me that you save our live thank,48,10,0
don t fret i ll buy the ovul test strip and send them to you you wont get them til like march can you send me your postal address u ll be alright okay,150,34,0
meet u is my work tel me when shall i do my work tomorrow,57,14,0
no i m good for the movi is it ok if i leav in an hourish,57,16,0
congrat mobil g videophon r your call now videochat wid ur mate play java game dload polyh music nolin rentl bx ip we pm,120,24,1
i don t know jack shit about anyth or i d say ask someth help but if you want you can pretend that i did and just text me whatev in respons to the hypotheticalhuagauahahuagahyuhagga,181,35,0
hey i will be late ah meet you at,33,9,0
for me the love should start with attract i should feel that i need her everi time around me she should be the first thing which come in my thought i would start the day and end it with her she should be there everi time i dream love will be then when my everi breath ha her name my life should happen around her my life will be name to her i would cri for her will give all my happi and take all her sorrow i will be readi to fight with anyon for her i will be in love when i will be do the craziest thing for her love will be when i don t have to proov anyon that my girl is the most beauti ladi on the whole planet i will alway be sing prais for her love will be when i start up make chicken curri and end up maki sambar life will be the most beauti then will get everi morn and thank god for the day becaus she is with me i would like to say a lot will tell later,867,190,0
beerag,6,1,0
you bad girl i can still rememb them,36,8,0
you are sweet as well princess pleas tell me your like and dislik in bed,72,15,0
should i buy him a blackberri bold or torch should i buy him new or use let me know plu are you say i should buy the g wifi ipad and what are you say about the about the g,171,40,0
that s veri rude you on campu,29,7,0
dear umma she call me now,25,6,0
i can do that i want to pleas you both insid and outsid the bedroom,67,15,0
your opinion about me over jada kusruthi lovabl silent spl charact not matur stylish simpl pl repli,99,17,0
sorri i can t text drive coher see you in twenti,48,11,0
sm auction you have won a nokia i thi is what you get when you win our free auction to take part send nokia to now hg suit land row wjhl,136,31,1
thi messag is brought to you by gmw ltd and is not connect to the,65,15,1
hey what up u sleep all morn,28,7,0
smsservic for yourinclus text credit pl goto www comuk net login qxj unsubscrib with stop no extra charg help comuk cm ae,121,22,1
we are hope to get away by from langport you still up for town tonight,70,15,0
it ok come to my home it vl nice to meet and v can chat,55,15,0
whi de you look good onli,25,6,0
yeah in fact he just ask if we need anyth like an hour ago when and how much,76,18,0
how are you my love are you with your brother time to talk english with him grin say hey muhommad penni say hello from across the sea,133,27,0
when you and derek done with class,34,7,0
i am ft we will be a good combin,32,9,0
ok but bag again,16,4,0
hey great deal farm tour am to pm pax deposit by may,52,12,0
i can make it up there squeez buck out of my dad,48,12,0
and how s your husband,22,5,0
doe she usual take fifteen fuck minut to respond to a ye or no question,71,15,0
onli saturday and sunday holiday so it veri difficult,53,9,0
rose for red red for blood blood for heart heart for u but u for me send ti to all ur friend includ me if u like me if u get back u r poor in relat u need some to support u r frnd mani some luv u some is pray god to marri u tri it,230,58,0
hey leav it not a big deal take care,36,9,0
custom servic announc we recent tri to make a deliveri to you but were unabl to do so pleas call to re schedul ref,114,24,1
storm msg wen u lift d phne u say hello do u knw wt is d real mean of hello it s d name of a girl ye and u knw who is dat girl margaret hello she is d girlfrnd f grahmbel who invnt telphon moral one can get d name of a person bt not hi girlfrnd g o o d n i g h t,262,68,0
he say he ll give me a call when hi friend s got the money but that he s definit buy befor the end of the week,110,27,0
same here but i consid wall and bunker and shit import just becaus i never play on peac but i guess your place is high enough that it don t matter,146,31,0
cool so how come you havent been wine and dine befor,52,11,0
i wa slept that time you there,30,7,0
staff of placement train in amrita colleg,41,7,0
and he s appar bff with carli quick now,39,9,0
i am seek a ladi in the street and a freak in the sheet is that you,67,17,0
we regret to inform u that the nh ha made a mistak u were never actual born pleas report yor local hospit b termin we r sorri the inconveni,139,29,0
i m in offic now i will call you min,36,10,0
webpag s not avail,18,4,0
you are a winner u have been special select receiv cash or a holiday flight inc speak to a live oper claim,106,22,1
sir wait for your mail,22,5,0
happi new year princess,23,4,0
dont search love let love find u that whi it call fall in love bcoz u dont forc yourself u just fall and u know there is smeon to hold u bslvyl,143,32,0
hey i am realli horni want to chat or see me nake text hot to text charg at pm to unsubscrib text stop,102,23,1
how r ü go to send it to me,27,9,0
aiyah e rain like quit big leh if drizzl i can at least run home,64,15,0
hope ur head doesn t hurt much am plough my way through a pile of iron stay in with a chinki tonight come round if you like,123,27,0
piti wa in mood for that so ani other suggest,45,10,0
nite,4,1,0
do thing chang that sentenc into becaus i want concentr in my educ career im leav here,86,17,0
what i told befor i tell stupid hear after i wont tell anyth to you you dad call to my brother and spoken not with me,117,26,0
noth i got msg frm tht unknown no,33,8,0
i wasn t well babe i have swollen gland at my throat what did you end up do,75,18,0
sorri to troubl u again can buy d for my dad again all big small sat n sun thanx,80,19,0
just drop em off omw back now,29,7,0
i wish i don t think it gon na snow that much but it will be more than those flurri we usual get that melt befor they hit the ground eek we haven t had snow sinc befor i wa even born,182,42,0
i am hot n horni and will i live local to you text a repli to hear strt back from me p per msg netcollex ltdhelpdesk repli stop to end,134,30,1
pleas call immedi as there is an urgent messag wait for you,59,12,1
i m ok wif it co i like tri new thing but i scare u dun like mah co u said not too loud,87,24,0
wonder in my world th you th ur style th ur smile th ur person rd ur natur nd ur sm and st ur love friendship good morn dear,124,29,0
yup hey then one day on fri we can ask miwa and jiayin take leav go karaok,74,17,0
be happi there i will come after noon,37,8,0
no it not specialis can work but it slave labor will look for it thi month sha co no shakara beggar,99,21,0
if we hit it off you can move in with me,40,11,0
full heat pa i have appli oil pa,32,8,0
aight lem me know what s up,27,7,0
then ur physic get a,20,5,0
